index	lp	original	translation	z_mean
1690	zh-en	大叔，我想说你能不能考虑一下我们这种上了一天班晚上还听你說鬼故事的人的心情，你可赶紧讲吧，怎么这么能白话呢，废话说的有意思吗！！！！	Uncle, I want to ask if you can think about the mood of people like us who are on duty all day and still listen to you tell ghost stories at night. You can tell it quickly, how can you be so vernacular, is it interesting to talk nonsense! ! ! !	0.517266219
1691	zh-en	又要来地图炮了。全世界就你日圈尊重他人文化，整天战战兢兢罪该万死，矫枉过正知道吗，鸡毛令箭知道吗。特定圈子里那点破规矩一个个恨不得立法了，路人哪知道你们那地道战里哪里是雷啊？老粉牛逼这玩意儿也跟日本前后辈阶级制度学的吗？脑子里生来带的那点水涨了这么多年终于把自知之明淹干净了吧？...全文	Coming to the map gun again. You are the only person in the world who respects other people's culture, and you should be terrified and guilty all day long. Those who break the rules in a certain circle can't wait to legislate one by one. How can passers-by know where the thunder is in your tunnel battle? Old fans, did this thing also learn from the class system of Japanese predecessors? The little water that was born in my mind has finally drowned out the self-knowledge after so many years? ...full text	-5.227293248
1692	zh-en	最近各种不在状态，书看不进去，我可是要考试的人啊啊啊	I've been out of status recently, and I can't read the book. I'm a person who wants to take an exam.	0.664562616
1693	zh-en	Inthesunandilookedathersilenceastothedesolate,andtherichistheirchoice.在阳光下我看着自己寂静的手心,生命的苍凉和绚丽,是自己的选择！	Inthesunandilookedathersilenceastothedesolate,andtherichistheirchoice. In the sun I look at my silent palm, the desolation and splendor of life is my choice!	0.664562616
1694	zh-en	在一起的第212天。谢谢你在收到我“我想你了”的消息后就跑来家里陪我	"212th day together. Thank you for running home with me after I got my ""I miss you"" message"	0.517266219
1695	zh-en	多年来的老毛病...还是改不了不能一个人吃饭的毛病..今天下定决心去..还是没有跨过那个坎..还是回家了...	The old problem for many years... still can't change the problem of not being able to eat alone.. today I made up my mind to go.. still haven't crossed that hurdle.. still go home...	0.664562616
1696	zh-en	半夜通知表格重做停电断网是小事关键没有备份敲开别的宿舍门借来电脑找备份刚打开电脑没电了只能拖到明早了早睡准备早起了明天满课也是够了	Redo the notification form in the middle of the night. Power outage and disconnection are trivial matters. No backup. Knock on the door of another dormitory. Borrow a computer to find a backup.	0.222673426
1697	zh-en	你特么的奇葩，神经衰弱有问题，真是垢了	You are so weird, you have a problem with neurasthenia, it's really dirty	-2.281365316
1698	zh-en	我的个人信息是怎么泄露出去的，保险公司隔三差五挨个打电话给我。	How did my personal information leak out, the insurance company called me one by one every three to five.	-0.071919367
1699	zh-en	出门来自习，大雨浇了一身，真是得不偿湿	Going out for self-study, the rain poured all over my body, it was really not worth it	0.664562616
1700	zh-en	一个好好的下午被一台打印机折磨死了	Tormented to death by a printer on a good afternoon	0.664562616
1701	zh-en	脑涨的大半夜睡不了～真的要爆炸了！起来上个厕所回来发现一件更令人毛骨悚然的事。。。	I can't sleep in the middle of the night with my brain soaring~ It's really going to explode! Got up and went to the toilet and came back to find something even creepier. . .	0.664562616
1702	zh-en	四把达摩克里斯之剑在御柱塔上方闪现的时候，我只是觉得很帅。可当可当第五把达摩克里斯之剑出来时…我真的吓傻在那儿了	I just thought it was pretty cool when the four swords of Damocles flashed above the Pillar Tower. But when the fifth sword of Damocles came out... I was really freaked out there	0.664562616
1703	zh-en	老妈说，这个小兔子怎么瞎咪咪的	Mom said, why is this little rabbit blind?	0.664562616
1704	zh-en	真心佩服自己的蒙功！！尼玛一面的15道多选题没几道会的！！最后尼玛就错3道……担心自己的人品考研那天不够用！！	I really admire my own work! ! Few of the 15 multiple-choice questions on Nima's side will meet! ! In the end, Nima made 3 mistakes... I was worried that my character test was not enough that day! !	-0.071919367
1705	zh-en	有时候就是不想接听电话，躲避开所有人，一个人窝在家里想静静。	Sometimes I just don't want to answer the phone, avoid everyone, and stay at home alone and want to be quiet.	0.664562616
1706	zh-en	医院医生真是太凶残了，快被吓死了烂医生，没有一点医德	The doctor in the hospital is so cruel, he was scared to death, the bad doctor has no medical ethics	-0.071919367
1707	zh-en	等老娘找到工作，马上就滚蛋？！这种日子真是混不下去啦	When the old lady finds a job, get out right away? ! I can't get through this day.	-0.071919367
1708	zh-en	谁能给我解释一下为什么我接的钱在她发的钱上面？！	Can anyone explain to me why the money I received is on top of the money she sent? !	0.664562616
1709	zh-en	一个晚上吃两顿[尴尬]一天火锅吃两顿[惊恐]这就是传说中的十一过节吗[疑问]太可怕了[抠鼻]见过倒杯不洒的暴风雨…贴盘不洒的腰子…还真是头一回[鼓掌][鼓掌][鼓掌]北京·好牙记(丰北路...	Eat two meals in one night [embarrassed] Eat hot pot twice a day [horrified] Is this the legendary 11th festival? [Question] It’s too scary [pick nose] I’ve seen a storm that doesn’t spill the cup... The waist that doesn’t spill on the plate ...It's the first time [applause] [applause] [applause] Beijing·Haoyaji (Fengbei Road...	0.664562616
1710	zh-en	这哪里是降温啊，简直是速冻广东第四次入冬会成功吗？多米的米粉们，记得保暖哦，快下班了，路上小心，赶快回到温暖的家吧	This is where the cooling is, it is simply the fourth winter in Guangdong to be quick-frozen. Will it be successful? Rice noodles of many rice, remember to keep warm, get off work soon, be careful on the road, hurry back to your warm home	-3.754329282
1711	zh-en	你绝对有逃避综合症，而且是很严重的那一类型	You definitely have avoidance syndrome, and it's a serious type	0.664562616
1712	zh-en	一个月比一个月工资少，还有什么动力呆在这地方	Less than a month's salary, what's the motivation to stay in this place	-0.071919367
1713	zh-en	感谢你找回良知一切都没那么糟不是吗🌘	Thank you for regaining your conscience. Everything is not so bad, isn't it 🌘	0.664562616
1714	zh-en	不怕神一样的对手，就怕猪一样的队友！！！劳资都记不清这是第几次被猪队友坑了卧槽好想揍人！！！！！！	Not afraid of god-like opponents, but of pig-like teammates! ! ! The labor and management can't remember how many times this is the first time I've been tricked by the pig teammates. I really want to beat people up! ! ! ! ! !	-0.80840135
1715	zh-en	她变卖家产要替儿子还钱，她要亲自找回犯死罪的儿子去公安自首，以图政府宽大，再给儿子一条命。	She sold the property and wanted to pay back the money for her son. She wanted to find her son who had committed a capital crime and surrendered to the police, in order to show the government's leniency and give her son another life.	0.664562616
1716	zh-en	【曼漫慢】我说，妈妈去吃饭了啊。她直接回，不要（去上）班儿！原来她真的懂。然后姥姥跟我聊天，咱家楼下那小孩寄养在老人家，周末爸妈才回来看……她马上跑过去，姥姥抱，妈妈再见。这又是懂了什么？	[Man Man Slow] I said, Mom went to dinner. She went straight back, don't (go to) class! Turns out she really understood. Then my grandma chatted with me. The child downstairs in our house was fostered with the elderly, and my parents came back to see it on weekends... She ran over immediately, grandma hugged, and my mother goodbye. What does this know?	0.075377029
1717	zh-en	耳朵旧病复发半个脑袋都是麻的！我塔马以后再也不想打羽毛球了！	The old ear disease recurred and half of the head was numb! My Tama never wants to play badminton again!	-0.80840135
1718	zh-en	过敏！！！绝对不是喝水能好的，好吗？我要死了	allergy! ! ! It's definitely not good to drink water, okay? I'm dying	-0.071919367
1719	zh-en	n年了，我都忘记什么叫做自拍。好吧，我承认现在还敢自拍说明我很有勇气。	For n years, I have forgotten what a selfie is. Well, I admit that taking a selfie now shows that I have courage.	0.664562616
1720	zh-en	不眠夜，因为妈妈带来的外公的话，这句永远戳中我泪点的话，无助感油然而生，要抱抱。即使我一直尽最大努力对他们好，物质上尽可能地去孝敬，以弥补心里那点缺失，只祈祷这不会是我的遗憾。明天又要肿着大水泡眼睛去上班了	Sleepless nights, because of the words of my grandfather brought by my mother, this sentence will always touch my tears, I feel helpless, I want to hug. Even if I have always tried my best to be nice to them and materially try to honor them as much as possible to make up for the lack in my heart, I just pray that this will not be my regret. I have to go to work tomorrow with swollen eyes.	-2.281365316
