,source,MT,emotion_labels,error_types,error_severity
2681,为什么算出来是11瓶，智商情商都低，如何是好？,"Why is it calculated to be 11 bottles, and the IQ and EQ are all low, what should I do?",surprise,None,Not at all
2682,哈哈~俺看了30秒~亲们看滴时间是多少咧~？,Haha~ I watched it for 30 seconds~ How long did it take you to watch it~?,joy,None,Not at all
2683,本来要在十一点睡的我十一点才踏着回寝室的门在陌生的地方待了一整天天黑了以后惶恐不安好多这种莫名奇妙心慌的时候都会想如果你在就好了要死了讲这种话智商捉鸡根本很多地方无法理解也会害怕得闭上耳朵深夜的武汉聒噪闷热又掩藏不了空气里的人们隐约的孤独,"I was supposed to go to bed at 11 o'clock. I walked back to the bedroom door at 11 o'clock and stayed in an unfamiliar place all day. After dark, I felt a lot of anxiety I'm going to die if I talk like this, I can't understand it in many places, and I will close my ears in fear. Wuhan is noisy and hot at night and can't hide the vague loneliness of the people in the air.",sadness,Mistranslation; Mistranslation,Somewhere in between; Slightly
2684,民营太空探索技术公司SpaceX成为美国火箭发射供应商！康哥真是被科技的进步震惊到了。小伙伴们，你怎么看？,"SpaceX, a private space exploration technology company, has become a US rocket launch supplier! Brother Kang was really shocked by the progress of technology. Guys, what do you think?",joy,None,Not at all
2685,这是谁拼的图？哈哈哈哈，笑屎我了！,"Who made this puzzle? Hahahaha, laugh at me!",joy,Mistranslation,Yes absolutely
2686,我下次轮博绝逼用小号，我自己都看不下去了，我马的视频转的美图去哪了,I will definitely use the trumpet account for the next round of blogging. I can't watch it myself anymore. Where is the beautiful picture transferred from my horse's video?,anger,Mistranslation; Mistranslation,Slightly; Slightly
2687,儿子看见电视里angelababy的广告，跟我说:妈妈，那是奔跑吧兄弟里的baby！我下巴都惊掉了,"When my son saw the advertisement of Angelababy on TV, he said to me: Mom, that is the baby of the brothers who are running! My jaw dropped",surprise,Mistranslation,Yes absolutely
2688,什么情况？一条普通的微博，阅读量达到了三万,"what's the situation? An ordinary Weibo with 30,000 views",surprise,None,Not at all
2689,这一大早简直！！！！心中一万遍爆粗口,"Simply this morning! ! ! ! 10,000 times in my heart",anger,Mistranslation; Omission,Somewhere in between; Yes absolutely
2690,半个月了，再失眠就去吃安眠药了,"It's been half a month, and I'm going to take sleeping pills for insomnia.",anger,Omission,Somewhere in between
2691,汗！！我堂堂大中国颜面何存？10月17日上午，中央军委副主席范长龙上将在香山论坛开幕式上表示，即使在涉及领土主权的问题上，我们也决不轻言诉诸武力，力避擦枪走火，始终通过与直接当事方的友好协商解决分歧争端。,"sweat! ! How can I save my dignified Chinese face? On the morning of October 17, General Fan Changlong, Vice Chairman of the Central Military Commission, said at the opening ceremony of the Fragrant Mountain Forum that even on issues involving territorial sovereignty, we will never resort to force, try our best to avoid misfires, and always pass and directly The parties concerned resolve disputes through friendly consultation.",anger,Mistranslation; Mistranslation,Yes absolutely; Yes absolutely
2692,许久不见阳光，我都快忘了晴天长什么样子了，虽然雨水滋润万物，但也应当适可而止不是吗？再这么下去都要发霉了,"I haven't seen the sun for a long time, and I almost forgot what a sunny day looks like. Although rain nourishes everything, it should be enough, right? If it goes on like this, it will be moldy.",anger,None,Not at all
2693,头脑子昏昏的，睡觉都做噩梦，被个项目折磨的心力交瘁啊。这个国庆估计要在提心吊胆中渡过了。,"My head is dizzy, I have nightmares when I sleep, and I am exhausted by being tortured by a project. This National Day is estimated to be spent in trepidation.",sadness,None,Not at all
2694,今天这一天过的啊，怎么说呢，从上午和老太太谈完话后一直心悸到现在，长这么大能让我这么生气的终于让我碰上了，真是可怜之人必有可恨之处，内心一直有个声音告诉我：亲爱的，你作为女生可千万别骂她……💪💪💪,"It's been a day today, how should I put it, I've been palpitating since I finished talking to the old lady in the morning, and now I've finally met someone who has grown up to make me so angry. What a pitiful person, there must be something to hate. , there has always been a voice in my heart telling me: dear, as a girl, don't scold her... 💪💪💪",anger,Mistranslation,Somewhere in between
2695,我家纠给我做的第一个瓶子被我傻逼的弄碎了！心好酸！所谓乐极生悲！好想打死自己！,The first bottle my family made for me was shattered by my fool! So sad! The so-called joy begets sorrow! I want to kill myself!,anger,None,Not at all
2696,每次有很多话想倾诉的时候，都不知道该找谁、找了别人又怕打扰别人,"Every time I have a lot to talk about, I don’t know who to turn to, and I’m afraid of disturbing others when I find someone else",sadness,Mistranslation,Somewhere in between
2697,今天亲爱的宝宝来到了我的身边，虽然生的时候很痛很痛，但是看到你那粉嫩粉嫩的小脸蛋，妈妈再怎么痛都是那么的幸福与开心！宝贝，祝愿你快乐健康成长哦，爸爸妈妈爱你！,"Today, my dear baby came to my side. Although it was very painful when I was born, but seeing your pink and tender face, no matter how painful my mother is, I am so happy and happy! Baby, I wish you a happy and healthy growth, Mom and Dad love you!",joy,Mistranslation,Somewhere in between
2698,臭小子！手劲儿真大！玩嗨了揪了我那么多头发，本来发量就不多！晚上你喝水吧！,"Brat! The hands are so strong! I've had so much fun and I've pulled so much hair, but I didn't have much hair at all! Drink water at night!",anger,Mistranslation; Mistranslation,Yes absolutely; Somewhere in between
2699,妈呀郑州是个什么样的城市！叫个外卖送外卖的竟然是高中同学！！,"Oh my god, what kind of city is Zhengzhou! The one who ordered a takeaway to deliver the takeaway turned out to be a high school classmate! !",surprise,Mistranslation,Somewhere in between
2700,这都过完双十一几天了，我竟然一个快递都还没收到…虽然我买的不多吧，但是效率能不能别这么慢,"It's been a few days since Double Eleven, and I haven't received a single courier... Although I don't buy a lot, can the efficiency not be so slow?",anger,Omission,Somewhere in between
2701,烦烦烦烦烦，有时候真不知道，做这些是为了什么？并不开心啊！,"Fanfanfanfan, sometimes I really don't know, what are these for? Not happy!",anger,Mistranslation,Yes absolutely
2702,真想问问自己当初为什么固执选英语你最讨厌阅读你忘了吗简直找死爱你我怕了,I really want to ask myself why I stubbornly chose English in the first place. Do you hate reading the most? Have you forgotten?,anger,Mistranslation; Omission,Yes absolutely; Yes absolutely
2703,突然发现我缺个这个缺个那个我去年是怎么过来的！,"Suddenly I found that I was missing this and that, how did I come here last year!",surprise,Mistranslation,Yes absolutely
2704,当我抬起头望见那久违了的小雪时，我尘封已久的心再也不能平静，回忆着应该有过的回忆，我努力试着去触碰那片美丽的雪花，然而转逝即化，不等我回过神，已经融化在我的掌心里，而时至今日、只留我独自看雪，殇伴心肠，我想借着这美丽的白色精灵去问候远方的你：现在的你还好吗？,"When I looked up and saw the long-lost little snow, my heart that had been dusty for a long time could no longer be calm, recalling the memories that I should have, I tried hard to touch that beautiful snowflake, but it was fleeting. , before I can regain my senses, it has melted in my palm, and to this day, I am only left to watch the snow alone, with my heart, I want to use this beautiful white elf to greet you in the distance: now you Are you ok?",sadness,Mistranslation,Slightly
2705,有一些爱是伤人的，有一些爱是养人的，区别就在于：你是不是一定要得到他。尤其，当你爱上了不该爱的人，格外要问问自己关于这个命题的答案。不该爱的人，给你的仅仅是爱。应该爱的人，给你的还有整个世界。——苏岑,"Some love is hurtful, some love is nourishing, the difference is: do you have to get him? Especially, when you fall in love with someone you shouldn't love, you have to ask yourself the answer to this proposition. People who shouldn't love, give you only love. The person you should love will give you the whole world. - Su Cen",joy,None,Not at all
